digit,M_connections,N_axons,T,N_positive_samples,Accuracy LR,Accuracy FF,Accuracy IF,Accuracy baseline,release probability,train_epochs,test_epochs
4,3,100,10,2048,95.21,92.58,91.34,90.18,1.0,15,3
9,2,100,10,4096,93.47,90.55,90.03,89.91,1.0,15,3
2,1,100,10,2048,95.73,92.74,92.06,89.68,1.0,15,3
7,5,100,20,16,92.86,90.53,90.23,89.72,1.0,15,3
2,5,100,10,16,90.62,91.25666666666666,90.62333333333333,89.68,0.5,15,3
5,5,100,30,7000,93.57,92.12,91.08000000000001,91.08000000000001,1.0,1,1
7,2,100,10,1024,96.14666666666668,92.60000000000001,90.78666666666668,89.72,0.5,15,3
3,5,100,10,128,93.78999999999999,90.35666666666667,90.36666666666666,89.9,0.5,15,3
3,5,100,20,256,94.72,91.19,90.7,89.9,1.0,15,3
3,5,100,60,7000,94.98,93.13,89.9,89.9,1.0,1,1
3,5,100,30,1024,94.74000000000001,93.10000000000001,90.61,89.9,1.0,15,3
8,5,100,20,5000,93.41000000000001,91.09,90.25999999999999,90.25999999999999,1.0,15,3
4,3,100,20,2048,95.39,93.04,91.3,90.18,1.0,15,3
7,5,100,50,5000,97.11,95.57,89.74,89.72,1.0,15,3
7,5,100,30,5000,96.75,94.19999999999999,90.14999999999999,89.72,1.0,1,1
2,1,100,20,1024,94.75,92.02,91.10000000000001,89.68,0.5,15,3
5,5,100,100,7000,93.25,91.61,91.08000000000001,91.08000000000001,1.0,1,1
0,1,100,30,5000,97.46000000000001,90.21000000000001,90.27,90.2,1.0,1,1
2,5,100,20,256,95.00999999999999,92.83,92.05,89.68,1.0,15,3
3,5,100,10,64,94.26,90.14999999999999,90.38000000000001,89.9,1.0,15,3
2,5,100,20,16,89.81666666666666,90.07333333333334,90.07,89.68,0.5,15,3
3,2,100,10,1024,95.25,91.46,91.03,89.9,1.0,15,3
4,10,100,20,2048,95.49,93.01,91.39,90.18,1.0,15,3
3,5,100,30,512,94.15333333333334,92.36666666666666,90.31333333333333,89.9,0.5,15,3
2,5,100,10,16,90.5,90.81333333333333,90.25666666666666,89.68,0.5,15,3
4,1,100,20,2048,95.24000000000001,91.3,91.06,90.18,1.0,15,3
3,1,100,20,1024,94.83,91.0,90.81,89.9,1.0,15,3
2,1,100,20,5000,95.64,92.09,92.04,89.68,1.0,1,1
0,5,100,30,5000,98.16,93.28,90.25,90.2,1.0,15,3
4,5,100,80,7000,95.28,91.01,90.18,90.18,1.0,1,1
2,2,100,30,5000,95.58,94.03,90.94,89.68,1.0,10,3
3,3,100,20,2048,95.57,92.71000000000001,91.10000000000001,89.9,1.0,15,3
3,5,100,40,7000,95.03,93.21000000000001,89.9,89.9,1.0,1,1
2,3,100,10,4096,94.72,93.05333333333333,91.19666666666667,89.68,0.5,15,3
1,2,100,60,64,95.43,88.64999999999999,88.64999999999999,88.64999999999999,0.5,15,3
3,1,100,80,5000,95.07,89.9,89.9,89.9,1.0,1,1
7,10,100,100,128,95.83,91.17,89.72,89.72,1.0,15,3
2,5,100,40,1024,95.38,94.98,90.41,89.68,1.0,15,3
9,10,100,100,512,92.29,91.43,89.91,89.91,1.0,15,3
3,5,100,40,5000,95.04,93.46,89.94,89.9,1.0,1,1
4,5,100,50,5000,94.75,91.83,90.18,90.18,1.0,1,1
7,5,100,10,128,95.17,91.67666666666666,90.63666666666667,89.72,0.5,15,3
3,10,100,30,256,92.34666666666666,91.35333333333332,90.03999999999999,89.9,0.25,15,3
7,5,100,40,128,95.37666666666667,93.42666666666666,89.92999999999999,89.72,0.75,15,3
0,5,100,100,7000,98.07000000000001,91.21000000000001,90.2,90.2,1.0,1,1
7,1,100,50,128,94.34333333333333,89.72,89.72,89.72,0.5,15,3
3,5,100,10,64,92.57666666666667,90.07,90.07,89.9,0.5,15,3
0,5,100,80,5000,98.07000000000001,91.67,90.2,90.2,1.0,15,3
3,10,100,20,4096,95.64,93.47,90.96,89.9,1.0,15,3
2,2,100,40,64,93.17,90.59,89.95,89.68,1.0,15,3
7,5,100,20,16,93.53,90.31,90.3,89.72,1.0,15,3
7,1,100,80,5000,96.47,89.74,89.72,89.72,1.0,1,1
3,5,100,20,256,93.64,91.49000000000001,90.29666666666667,89.9,0.5,15,3
3,5,100,50,7000,94.83,93.66,89.9,89.9,1.0,1,1
7,5,100,20,5000,97.28,95.23,90.73,89.72,1.0,15,3
0,5,100,40,5000,97.92,93.46,90.27,90.2,1.0,15,3
2,3,100,30,4096,95.14333333333333,93.77333333333333,90.64333333333333,89.68,0.5,15,3
8,5,100,60,5000,93.07,91.27,90.25999999999999,90.25999999999999,1.0,15,3
2,5,100,30,16,91.14,90.24,89.92,89.68,1.0,15,3
8,1,100,80,32,90.27333333333334,90.25999999999999,90.25999999999999,90.25999999999999,0.5,15,3
5,5,100,20,5000,94.08,91.95,91.08000000000001,91.08000000000001,1.0,15,3
3,5,100,30,1024,94.28666666666666,92.49666666666667,90.26333333333334,89.9,0.5,15,3
3,5,100,30,16,90.28333333333333,90.18,89.90333333333334,89.9,0.5,15,3
0,5,100,100,7000,98.0,91.21000000000001,90.2,90.2,1.0,1,1
5,2,100,20,2048,92.44333333333333,91.08000000000001,91.08333333333334,91.08000000000001,0.25,15,3
1,5,100,10,7000,98.00999999999999,88.8,89.64999999999999,88.64999999999999,1.0,1,1
4,10,100,10,4096,95.14,92.72,91.16,90.18,1.0,15,3
6,5,100,40,5000,96.36,94.57,90.42,90.42,1.0,1,1
5,5,100,50,7000,93.30000000000001,92.41,91.08000000000001,91.08000000000001,1.0,1,1
2,5,100,30,32,91.14333333333333,91.21666666666667,90.14,89.68,0.5,15,3
8,10,100,30,64,90.36,90.28666666666668,90.25999999999999,90.25999999999999,0.25,15,3
7,5,100,20,1024,96.85000000000001,94.19,90.75999999999999,89.72,1.0,15,3
6,5,100,80,5000,97.06,94.15,90.42,90.42,1.0,15,3
8,5,100,40,5000,93.01,91.44,90.25999999999999,90.25999999999999,1.0,15,3
7,5,100,30,128,96.12,91.97999999999999,90.51,89.72,1.0,15,3
2,10,100,30,1024,94.73,94.26333333333334,90.49666666666667,89.68,0.5,15,3
4,8,100,20,2048,94.98,92.84,90.99000000000001,90.18,1.0,15,3
2,5,100,20,16,90.52666666666667,90.3,90.23666666666666,89.68,0.5,15,3
7,5,100,10,7000,96.91,93.30000000000001,91.27,89.72,1.0,1,1
4,5,100,30,5000,95.15,92.67,90.66,90.18,1.0,15,3
6,5,100,40,7000,96.47,94.67,90.42,90.42,1.0,1,1
2,5,100,30,1024,94.86,94.09666666666666,90.53666666666666,89.68,0.5,15,3
0,5,100,40,1024,97.83,93.28999999999999,90.21000000000001,90.2,1.0,15,3
2,3,100,20,4096,94.97,93.31666666666666,91.14333333333333,89.68,0.5,15,3
2,2,100,20,2048,95.82000000000001,94.21000000000001,92.05,89.68,1.0,15,3
3,3,100,80,512,94.6,92.25999999999999,89.9,89.9,0.75,15,3
8,5,100,50,7000,92.69,91.02,90.25999999999999,90.25999999999999,1.0,1,1
2,5,100,20,5000,95.94,94.82000000000001,92.0,89.68,1.0,15,3
3,5,100,20,128,94.15,90.24,90.36,89.9,1.0,15,3
4,5,100,40,5000,95.39,93.33,90.34,90.18,1.0,15,3
2,5,100,10,32,91.19,90.68666666666667,90.70333333333333,89.68,0.5,15,3
4,5,100,100,7000,95.61,90.57,90.18,90.18,1.0,1,1
0,5,100,40,7000,97.89,93.17999999999999,90.28,90.2,1.0,1,1
2,1,100,20,4096,96.11,92.67,92.01,89.68,1.0,15,3
2,3,100,10,1024,94.54666666666667,92.78333333333333,91.01666666666667,89.68,0.5,15,3
0,5,100,40,5000,98.19,93.62,90.28,90.2,1.0,15,3
7,5,100,40,5000,97.17,95.89999999999999,89.98,89.72,1.0,15,3
4,5,100,30,1024,94.74000000000001,93.05,90.85,90.18,1.0,15,3
3,5,100,10,4096,95.72,92.01,91.03999999999999,89.9,1.0,15,3
7,5,100,20,256,95.67333333333333,92.67666666666666,90.61333333333333,89.72,0.5,15,3
6,5,100,20,5000,97.04,94.22,90.42,90.42,1.0,15,3
2,5,100,30,512,94.88,93.75,90.8,89.68,1.0,15,3
7,5,100,80,5000,96.92,94.33,89.72,89.72,1.0,15,3
4,10,100,20,1024,95.03,92.80000000000001,90.96,90.18,1.0,15,3
6,5,100,40,5000,96.93,95.37,90.42,90.42,1.0,15,3
8,1,100,40,5000,91.69666666666667,90.25999999999999,90.25999999999999,90.25999999999999,0.25,15,3
3,5,100,30,32,92.46,89.96,89.9,89.9,1.0,15,3
2,5,100,10,16,91.64,90.85,90.14999999999999,89.68,1.0,15,3
5,5,100,40,1024,93.10000000000001,92.58,91.08000000000001,91.08000000000001,1.0,15,3
2,1,100,10,1024,95.78999999999999,92.62,91.86,89.68,1.0,15,3
7,5,100,20,512,95.84666666666666,93.15333333333334,90.53333333333333,89.72,0.5,15,3
3,5,100,40,1024,94.85,93.51,90.19,89.9,1.0,15,3
2,5,100,60,7000,95.1,93.86,89.68,89.68,1.0,1,1
3,1,100,20,1024,94.93,90.95,91.18,89.9,1.0,15,3
7,3,100,30,2048,96.43333333333334,93.66,90.19,89.72,0.5,15,3
2,5,100,100,7000,95.42,91.75,89.68,89.68,1.0,1,1
5,5,100,20,5000,94.45,91.86,91.09,91.08000000000001,1.0,15,3
4,5,100,30,1024,93.93,91.69666666666667,90.38666666666667,90.18,0.5,15,3
2,3,100,30,4096,95.22,93.86,90.59333333333333,89.68,0.5,15,3
0,5,100,10,5000,98.11999999999999,91.7,90.2,90.2,1.0,15,3
7,5,100,40,5000,96.39,94.87,89.75999999999999,89.72,1.0,1,1
2,5,100,10,64,94.03,91.03999999999999,90.57,89.68,1.0,15,3
3,5,100,20,64,92.46666666666667,90.46333333333332,90.45,89.9,0.5,15,3
7,5,100,10,1024,96.89999999999999,93.44,91.11,89.72,1.0,15,3
3,5,100,50,7000,95.15,93.58999999999999,89.9,89.9,1.0,1,1
4,3,100,20,4096,95.41,93.05,90.94,90.18,1.0,15,3
4,3,100,10,2048,93.84666666666666,91.22,90.74333333333333,90.18,0.5,15,3
3,5,100,20,128,93.22,90.93666666666667,90.39333333333333,89.9,0.5,15,3
7,5,100,10,16,92.13666666666667,89.94,89.8,89.72,0.5,15,3
4,5,100,20,5000,95.57,93.19,91.39,90.18,1.0,15,3
2,5,100,60,5000,95.42,94.69,89.81,89.68,1.0,15,3
2,5,100,20,32,93.10000000000001,91.32000000000001,90.14999999999999,89.68,1.0,15,3
8,5,100,40,5000,93.38,91.17,90.25999999999999,90.25999999999999,1.0,15,3
4,2,100,20,4096,94.08333333333333,91.40333333333334,90.57333333333332,90.18,0.5,15,3
2,5,100,30,7000,95.23,94.44,91.09,89.68,1.0,1,1
8,5,100,10,7000,93.01,90.32,90.25999999999999,90.25999999999999,1.0,1,1
2,1,100,20,4096,95.06,91.66,91.22666666666667,89.68,0.5,15,3
2,5,100,30,5000,95.67,94.96,90.92,89.68,1.0,15,3
2,2,100,20,5000,95.06666666666666,93.03,91.12333333333333,89.68,0.5,15,3
4,5,100,10,32,91.59333333333333,90.38666666666667,90.43333333333334,90.18,0.5,15,3
7,5,100,30,32,93.97,90.47,89.72,89.72,1.0,15,3
2,5,100,20,64,92.34,92.25666666666666,90.58,89.68,0.5,15,3
3,5,100,10,2048,95.77,92.39,91.11,89.9,1.0,15,3
2,5,100,40,5000,94.89999999999999,94.14,90.23,89.68,1.0,1,1
3,5,100,30,128,93.89999999999999,90.27,90.14999999999999,89.9,1.0,15,3
3,5,100,50,7000,95.08,93.54,89.9,89.9,1.0,1,1
4,8,100,20,2048,94.23333333333333,91.92333333333333,90.88333333333334,90.18,0.5,15,3
3,5,100,20,512,94.27,91.66333333333333,90.46,89.9,0.5,15,3
3,10,100,10,2048,95.54,92.17999999999999,90.82000000000001,89.9,1.0,15,3
3,5,100,20,16,91.79,90.07,89.9,89.9,1.0,15,3
5,5,100,30,7000,93.99,91.97999999999999,91.08000000000001,91.08000000000001,1.0,1,1
2,5,100,30,1024,95.50999999999999,94.71000000000001,91.14,89.68,1.0,15,3
7,5,100,40,1024,96.55,94.92,89.92,89.72,1.0,15,3
7,3,100,30,2048,96.56,93.71666666666667,90.28666666666668,89.72,0.5,15,3
2,5,100,10,16,92.77,90.85,89.84,89.68,1.0,15,3
0,5,100,20,5000,97.94,92.03,90.2,90.2,1.0,15,3
8,5,100,40,1024,93.03,90.84,90.25999999999999,90.25999999999999,1.0,15,3
9,3,100,100,5000,92.94,91.14999999999999,89.91,89.91,1.0,15,3
4,2,100,30,4096,95.35,92.42,90.55,90.18,1.0,15,3
6,5,100,80,5000,96.91,93.7,90.42,90.42,1.0,15,3
1,5,100,50,7000,98.0,94.3,88.64999999999999,88.64999999999999,1.0,1,1
2,10,100,20,1024,95.03666666666668,93.81666666666668,91.24333333333333,89.68,0.5,15,3
2,5,100,30,128,92.87666666666667,92.72666666666667,90.34666666666666,89.68,0.5,15,3
9,5,100,40,5000,93.19,92.47999999999999,89.91,89.91,1.0,15,3
2,5,100,20,256,94.94,92.57,91.57,89.68,1.0,15,3
2,5,100,10,2048,95.82000000000001,93.83,91.99000000000001,89.68,1.0,15,3
8,1,100,60,5000,92.65,90.25999999999999,90.25999999999999,90.25999999999999,1.0,1,1
3,5,100,10,256,94.41000000000001,90.36999999999999,90.86999999999999,89.9,1.0,15,3
3,5,100,30,32,91.85,89.99000000000001,89.92,89.9,1.0,15,3
4,3,100,30,1024,95.11,92.91,90.64999999999999,90.18,1.0,15,3
6,1,100,60,256,96.05,90.48,90.42,90.42,1.0,15,3
8,5,100,30,7000,92.99,90.79,90.25999999999999,90.25999999999999,1.0,1,1
2,5,100,20,5000,95.99,95.0,91.91,89.68,1.0,15,3
2,5,100,10,128,93.56666666666666,91.75333333333333,90.62666666666667,89.68,0.5,15,3
2,5,100,40,7000,95.50999999999999,94.66,90.13,89.68,1.0,1,1
7,5,100,30,512,96.15,93.77666666666667,90.22,89.72,0.5,15,3
1,5,100,40,7000,97.92999999999999,92.51,88.64999999999999,88.64999999999999,1.0,1,1
4,1,100,20,2048,94.15,90.61666666666667,90.64333333333333,90.18,0.5,15,3
0,5,100,10,5000,98.22,91.5,90.2,90.2,1.0,15,3
3,8,100,20,2048,95.19999999999999,93.06,90.94,89.9,1.0,15,3
3,8,100,10,2048,95.49,92.28,91.0,89.9,1.0,15,3
9,5,100,100,5000,93.25,91.71000000000001,89.91,89.91,1.0,15,3
4,2,100,20,2048,94.48,91.54333333333334,90.83666666666666,90.18,0.5,15,3
3,5,100,20,5000,95.50999999999999,93.26,90.95,89.9,1.0,15,3
2,5,100,20,128,93.51,92.85,90.98,89.68,0.5,15,3
3,3,100,10,2048,95.67999999999999,92.07,90.99000000000001,89.9,1.0,15,3
1,5,100,20,7000,97.87,89.18,89.62,88.64999999999999,1.0,1,1
5,5,100,50,5000,93.42,92.33,91.08000000000001,91.08000000000001,1.0,1,1
2,5,100,20,256,95.00999999999999,92.54,91.74,89.68,1.0,15,3
2,5,100,20,256,94.02333333333334,92.85333333333334,91.29333333333334,89.68,0.5,15,3
1,5,100,10,7000,98.00999999999999,88.81,89.68,88.64999999999999,1.0,1,1
5,5,100,100,7000,93.39,91.81,91.08000000000001,91.08000000000001,1.0,1,1
5,5,100,10,7000,93.67,91.10000000000001,91.08000000000001,91.08000000000001,1.0,1,1
3,1,100,40,1024,94.54333333333334,89.96,90.16,89.9,0.5,15,3
0,5,100,10,7000,97.81,91.29,90.2,90.2,1.0,1,1
1,5,100,20,7000,97.94,89.84,89.46,88.64999999999999,1.0,1,1
4,5,100,10,2048,95.17999999999999,92.78999999999999,91.57,90.18,1.0,15,3
3,5,100,20,7000,95.27,92.36,91.11,89.9,1.0,1,1
3,5,100,20,16,90.83,90.25999999999999,89.97,89.9,1.0,15,3
0,5,100,30,7000,97.89,92.72,90.24,90.2,1.0,1,1
2,5,100,10,256,95.39999999999999,91.89,91.83,89.68,1.0,15,3
2,3,100,20,1024,94.82000000000001,93.26333333333334,91.06333333333333,89.68,0.5,15,3
2,5,100,30,256,93.75333333333333,93.21333333333334,90.66333333333333,89.68,0.5,15,3
4,5,100,20,16,91.18,90.25,90.31,90.18,1.0,15,3
3,5,100,20,5000,95.84,93.17999999999999,90.96,89.9,1.0,15,3
7,5,100,30,512,96.61999999999999,94.04,90.27,89.72,1.0,15,3
2,5,100,10,2048,95.83,93.96,91.93,89.68,1.0,15,3
2,1,100,30,1024,95.41,91.56,90.99000000000001,89.68,1.0,15,3
5,5,100,40,1024,92.96,92.49000000000001,91.08000000000001,91.08000000000001,1.0,15,3
3,3,100,20,4096,94.75,91.74333333333334,90.56333333333333,89.9,0.5,15,3
2,5,100,20,128,93.12666666666667,92.54666666666667,90.91,89.68,0.5,15,3
2,2,100,30,5000,95.59,94.07,91.09,89.68,1.0,10,3
2,5,100,10,16,90.86,91.04666666666667,90.27666666666667,89.68,0.5,15,3
2,8,100,10,2048,95.74000000000001,94.05,92.14,89.68,1.0,15,3
1,5,100,30,7000,97.94,90.12,88.64999999999999,88.64999999999999,1.0,1,1
2,3,100,80,256,94.33,91.11,89.68,89.68,1.0,15,3
3,3,100,30,2048,95.19,92.72,90.47,89.9,1.0,15,3
2,5,100,40,1024,95.32000000000001,94.92,90.51,89.68,1.0,15,3
4,5,100,20,2048,95.36,92.88,91.06,90.18,1.0,15,3
8,5,100,40,5000,93.03,91.13,90.25999999999999,90.25999999999999,1.0,15,3
2,5,100,20,512,94.55333333333333,93.48666666666666,91.2,89.68,0.5,15,3
3,8,100,30,2048,94.89999999999999,93.25,90.36,89.9,1.0,15,3
1,5,100,50,7000,97.83,94.46,88.64999999999999,88.64999999999999,1.0,1,1
6,5,100,100,7000,96.86,92.4,90.42,90.42,1.0,1,1
2,5,100,20,256,93.95333333333333,93.22,90.92666666666666,89.68,0.5,15,3
3,10,100,20,2048,95.27,93.4,90.86999999999999,89.9,1.0,15,3
2,2,100,30,5000,95.17,92.74,90.67333333333333,89.68,0.5,10,3
8,5,100,10,7000,92.94,90.28,90.25999999999999,90.25999999999999,1.0,1,1
2,5,100,80,5000,95.57,93.63,89.68,89.68,1.0,15,3
2,5,100,30,1024,94.84,94.14666666666666,90.75666666666666,89.68,0.5,15,3
9,2,100,40,64,90.01,89.92333333333333,89.91,89.91,0.25,15,3
4,5,100,30,16,90.51,90.28,90.27,90.18,0.5,15,3
4,5,100,60,7000,94.99,91.44,90.18,90.18,1.0,1,1
7,5,100,20,4096,97.00999999999999,94.75,90.86,89.72,1.0,15,3
8,5,100,40,7000,93.0,90.96,90.25999999999999,90.25999999999999,1.0,1,1
2,2,100,30,5958,95.34,93.32333333333334,90.58333333333334,89.68,0.5,3,3
2,5,100,30,32,90.88666666666667,91.96,90.54666666666667,89.68,0.5,15,3
7,1,100,20,2048,97.03,92.19000000000001,90.68,89.72,1.0,15,3
2,5,100,20,512,94.54666666666667,93.51333333333334,91.14,89.68,0.5,15,3
2,5,100,80,7000,95.41,92.94,89.68,89.68,1.0,1,1
7,5,100,30,512,95.86,93.50333333333334,90.21000000000001,89.72,0.5,15,3
9,5,100,30,7000,92.36,90.99000000000001,89.97,89.91,1.0,1,1
3,2,100,20,128,94.19,89.92999999999999,90.49000000000001,89.9,1.0,15,3
2,5,100,30,16,90.75,89.77000000000001,89.68,89.68,1.0,15,3
1,5,100,80,5000,98.25,94.13,88.64999999999999,88.64999999999999,1.0,15,3
5,5,100,50,7000,93.24,92.34,91.08000000000001,91.08000000000001,1.0,1,1
2,5,100,30,512,95.09,94.32000000000001,91.19,89.68,1.0,15,3
3,5,100,20,64,93.49,90.16999999999999,90.09,89.9,1.0,15,3
5,5,100,50,32,91.08000000000001,91.09666666666666,91.08000000000001,91.08000000000001,0.5,15,3
3,5,100,10,7000,95.15,91.46,90.73,89.9,1.0,1,1
0,5,100,80,7000,98.08,91.71000000000001,90.2,90.2,1.0,1,1
1,5,100,10,7000,97.74000000000001,88.78,89.44,88.64999999999999,1.0,1,1
6,5,100,100,7000,96.82,92.78999999999999,90.42,90.42,1.0,1,1
2,5,100,20,32,91.27666666666666,91.55,90.85666666666667,89.68,0.5,15,3
2,5,100,30,16,89.77666666666667,90.28666666666668,89.84,89.68,0.5,15,3
4,5,100,10,128,94.41000000000001,91.03999999999999,90.95,90.18,1.0,15,3
2,5,100,10,128,94.51,90.83,91.53999999999999,89.68,1.0,15,3
4,5,100,30,4096,95.47,93.06,90.73,90.18,1.0,15,3
3,5,100,20,7000,95.05,92.12,90.98,89.9,1.0,1,1
6,5,100,80,5000,97.02,93.89999999999999,90.42,90.42,1.0,15,3
8,5,100,40,5000,93.28,91.18,90.25999999999999,90.25999999999999,1.0,15,3
7,5,100,40,7000,96.6,95.06,89.79,89.72,1.0,1,1
0,1,100,20,5000,97.77,90.2,90.22,90.2,1.0,1,1
2,5,100,10,2048,95.86,93.97,92.01,89.68,1.0,15,3
5,5,100,60,7000,92.91,92.61,91.08000000000001,91.08000000000001,1.0,1,1
2,10,100,40,256,94.69,93.53,90.28,89.68,1.0,15,3
7,5,100,80,7000,96.78999999999999,93.67999999999999,89.72,89.72,1.0,1,1
7,5,100,20,64,95.96000000000001,91.86,90.48,89.72,1.0,15,3
5,5,100,30,5000,93.75,92.55,91.08000000000001,91.08000000000001,1.0,15,3
3,3,100,10,1024,94.45333333333333,90.97666666666666,90.66,89.9,0.5,15,3
7,5,100,20,16,91.56666666666666,90.94,89.91666666666667,89.72,0.5,15,3
2,1,100,30,5000,95.83,91.79,90.91,89.68,1.0,10,3
4,5,100,100,5000,95.54,91.10000000000001,90.18,90.18,1.0,15,3
2,5,100,30,5000,95.56,95.16,91.08000000000001,89.68,1.0,15,3
9,10,100,20,64,90.36333333333333,90.01,89.91666666666667,89.91,0.5,15,3
9,10,100,40,1024,91.81333333333333,91.47333333333333,89.91,89.91,0.5,15,3
6,5,100,40,5000,96.86,95.39,90.42,90.42,1.0,15,3
4,5,100,20,5000,95.42,92.97,90.96,90.18,1.0,15,3
7,5,100,30,5000,97.03,95.05,90.27,89.72,1.0,15,3
2,5,100,50,5000,95.73,94.69999999999999,90.16,89.68,1.0,15,3
2,5,100,20,16,90.14,90.03666666666666,89.8,89.68,0.5,15,3
2,5,100,30,1024,95.08,94.74000000000001,90.98,89.68,1.0,15,3
3,5,100,20,128,93.16,91.17,90.47,89.9,0.5,15,3
2,5,100,80,7000,95.43,92.56,89.68,89.68,1.0,1,1
2,5,100,20,5000,95.83,94.83,91.85,89.68,1.0,15,3
3,5,100,40,1024,95.3,93.24,90.2,89.9,1.0,15,3
4,5,100,20,5000,95.39999999999999,93.17999999999999,91.22,90.18,1.0,15,3
3,5,100,30,6131,95.05666666666667,92.81,90.27,89.9,0.5,3,3
7,5,100,20,7000,96.72,94.26,91.01,89.72,1.0,1,1
5,1,100,100,5000,93.08999999999999,91.08000000000001,91.08000000000001,91.08000000000001,1.0,1,1
4,5,100,60,64,92.51,90.28333333333333,90.18333333333334,90.18,0.75,15,3
3,1,100,30,1024,95.04,90.35,90.62,89.9,1.0,15,3
2,5,100,20,256,95.06,92.74,92.16,89.68,1.0,15,3
1,5,100,20,5000,98.24000000000001,89.63,89.62,88.64999999999999,1.0,15,3
2,5,100,50,7000,95.44,94.67999999999999,89.88000000000001,89.68,1.0,1,1
4,1,100,50,5000,94.62,90.19,90.18,90.18,1.0,1,1
3,5,100,20,512,95.05,91.78,90.93,89.9,1.0,15,3
6,1,100,40,16,90.55333333333333,90.42,90.42,90.42,0.25,15,3
9,5,100,30,7000,92.72,91.39,89.94,89.91,1.0,1,1
4,5,100,40,5000,95.38,92.73,90.24,90.18,1.0,15,3
3,5,100,10,64,93.75,89.99000000000001,90.14999999999999,89.9,1.0,15,3
8,5,100,20,5000,93.47,90.86999999999999,90.25999999999999,90.25999999999999,1.0,15,3
4,5,100,20,1024,94.07333333333334,91.87666666666667,90.69666666666667,90.18,0.5,15,3
4,1,100,30,2048,94.17333333333333,90.29333333333334,90.28,90.18,0.5,15,3
4,5,100,20,16,91.18,90.42999999999999,90.25,90.18,1.0,15,3
4,5,100,10,16,92.05,90.64,90.63,90.18,1.0,15,3
1,5,100,40,7000,98.0,91.92,88.64999999999999,88.64999999999999,1.0,1,1
2,2,100,30,2048,95.54,94.32000000000001,90.94,89.68,1.0,15,3
3,1,100,30,2048,94.68333333333334,90.35333333333332,90.29,89.9,0.5,15,3
1,1,100,100,512,97.83,88.64999999999999,88.64999999999999,88.64999999999999,1.0,15,3
3,5,100,30,4096,95.22,93.22,90.42999999999999,89.9,1.0,15,3
6,5,100,30,5000,96.75,93.88,90.42,90.42,1.0,1,1
3,5,100,40,7000,95.1,93.58,90.03,89.9,1.0,1,1
2,5,100,40,7000,95.30999999999999,95.09,90.25,89.68,1.0,1,1
3,5,100,50,7000,94.99,93.67999999999999,89.9,89.9,1.0,1,1
2,5,100,20,64,93.77,91.36,91.03999999999999,89.68,1.0,15,3
2,1,100,30,2048,94.85666666666667,91.28,90.53,89.68,0.5,15,3
6,1,100,40,5000,96.85000000000001,90.58,90.42,90.42,1.0,1,1
5,5,100,40,1024,93.28999999999999,92.66,91.08000000000001,91.08000000000001,1.0,15,3
7,5,100,40,5000,96.89,95.12,89.83,89.72,1.0,15,3
3,10,100,30,2048,95.45,93.52000000000001,90.52,89.9,1.0,15,3
9,5,100,100,7000,92.5,91.44,89.91,89.91,1.0,1,1
3,1,100,10,1024,94.34666666666666,90.27,90.43333333333334,89.9,0.5,15,3
5,5,100,50,7000,93.22,92.43,91.08000000000001,91.08000000000001,1.0,1,1
7,1,100,40,256,95.26,89.99000000000001,89.77333333333334,89.72,0.5,15,3
1,5,100,40,1024,97.86,92.34,88.64999999999999,88.64999999999999,1.0,15,3
4,3,100,30,4096,94.29666666666667,91.60666666666667,90.35,90.18,0.5,15,3
7,5,100,40,1024,96.87,95.34,89.95,89.72,1.0,15,3
0,5,100,40,7000,97.64,93.60000000000001,90.25999999999999,90.2,1.0,1,1
7,5,100,20,5000,96.74000000000001,94.28999999999999,90.97,89.72,1.0,1,1
2,3,100,30,2048,95.18666666666667,93.75,90.58,89.68,0.5,15,3
0,1,100,20,512,97.50999999999999,90.2,90.2,90.2,0.75,15,3
2,5,100,20,16,92.19000000000001,92.12,90.74,89.68,1.0,15,3
3,5,100,40,7000,94.59,93.47999999999999,89.96,89.9,1.0,1,1
0,5,100,40,5000,97.95,93.5,90.31,90.2,1.0,15,3
4,3,100,20,1024,95.23,92.67999999999999,91.38,90.18,1.0,15,3
4,2,100,10,1024,95.04,92.30000000000001,91.45,90.18,1.0,15,3
2,3,100,10,4096,95.88,94.28999999999999,91.96,89.68,1.0,15,3
0,5,100,20,5000,97.91,91.78,90.22,90.2,1.0,15,3
9,5,100,50,7000,92.67999999999999,92.15,89.91,89.91,1.0,1,1
1,5,100,50,7000,97.92,94.84,88.64999999999999,88.64999999999999,1.0,1,1
9,5,100,50,4096,92.97999999999999,93.01,89.92,89.91,1.0,15,3
1,5,100,10,7000,97.78,88.85,89.47,88.64999999999999,1.0,1,1
1,5,100,80,7000,98.11999999999999,93.58,88.64999999999999,88.64999999999999,1.0,1,1
7,5,100,80,256,93.76333333333334,91.71000000000001,89.72,89.72,0.25,15,3
3,5,100,50,7000,95.00999999999999,93.76,89.9,89.9,1.0,1,1
4,5,100,30,16,90.25999999999999,90.20333333333333,90.18333333333334,90.18,0.5,15,3
4,5,100,20,7000,95.19999999999999,92.77,91.59,90.18,1.0,1,1
1,10,100,50,32,92.43666666666667,90.0,88.64999999999999,88.64999999999999,0.25,15,3
3,5,100,20,512,94.08666666666666,91.81,90.46666666666667,89.9,0.5,15,3
4,5,100,30,4096,95.5,92.71000000000001,90.66,90.18,1.0,15,3
